timestamp,face_id,confidence,true_label,predicted_label,processing_time
2026-03-30T13:32:40.715434,8_4,0.9952780983800207,authorized,Sasidhar,366.8498992919922
2026-03-30T13:32:41.131000,8_4,0.9942387662655531,authorized,Sasidhar,302.28400230407715
2026-03-30T13:32:41.612993,8_4,0.9974494467978368,authorized,Sasidhar,333.7562084197998
2026-03-30T13:32:42.246129,8_4,0.9950332741518958,authorized,Sasidhar,513.1447315216064
2026-03-30T13:32:42.796937,8_4,0.9942154895475159,authorized,Sasidhar,427.6461601257324
2026-03-30T13:32:43.300543,8_4,0.9953505692264146,authorized,Sasidhar,401.78632736206055
2026-03-30T13:32:43.674581,8_4,0.9928680554105873,authorized,Sasidhar,266.0045623779297
2026-03-30T13:32:43.931671,8_4,0.9951129442741277,authorized,Sasidhar,188.8449192047119
2026-03-30T13:32:44.159758,8_4,0.9960580690654028,authorized,Sasidhar,161.12494468688965
2026-03-30T13:32:44.445745,8_4,0.995999193943749,authorized,Sasidhar,195.61076164245605
2026-03-30T13:32:44.733206,8_4,0.9967413146085194,authorized,Sasidhar,103.11055183410645
2026-03-30T13:32:44.977734,8_4,0.99543954627591,authorized,Sasidhar,174.13043975830078
2026-03-30T13:32:45.225648,8_4,0.9964738618987108,authorized,Sasidhar,168.53070259094238
2026-03-30T13:32:45.492755,8_4,0.9972356593896539,authorized,Sasidhar,165.85636138916016
2026-03-30T13:32:45.720909,8_4,0.9999925884034143,authorized,Sasidhar,172.35422134399414
2026-03-30T13:32:45.906812,8_4,0.9968232891744442,authorized,Sasidhar,116.3334846496582
2026-03-30T13:32:46.064393,8_4,0.9970011383448187,authorized,Sasidhar,99.4257926940918
2026-03-30T13:32:46.211239,7_4,0.9966343288946485,authorized,Sasidhar,82.26561546325684
2026-03-30T13:32:46.445284,8_4,0.9999938247560264,unauthorized,Sasidhar,157.18793869018555
2026-03-30T13:32:46.637043,8_4,0.996975037731848,unauthorized,Sasidhar,118.05868148803711
2026-03-30T13:32:46.838329,8_4,0.9968815975390231,unauthorized,Sasidhar,129.960298538208
2026-03-30T13:32:47.037405,8_4,0.9977375791653468,unauthorized,Sasidhar,132.29012489318848
2026-03-30T13:32:47.177655,8_4,0.9969274665140688,authorized,Sasidhar,97.22566604614258
2026-03-30T13:32:47.287126,8_4,0.9973468970091822,?,Sasidhar,58.470726013183594
2026-03-30T13:32:47.461315,8_4,0.9978968086357953,authorized,Sasidhar,102.89478302001953
2026-03-30T13:32:47.601583,8_4,0.9970773967041441,authorized,Sasidhar,82.37218856811523
2026-03-30T13:32:47.965521,8_4,0.9972981016780305,authorized,Sasidhar,309.4024658203125
2026-03-30T13:32:48.396857,8_4,0.9957919973037933,authorized,Sasidhar,274.8124599456787
2026-03-30T13:32:48.880243,8_4,0.9962241686409367,unauthorized,Sasidhar,326.3561725616455
2026-03-30T13:32:49.386806,8_5,0.9976515376008703,unauthorized,Sasidhar,370.03564834594727
